experiment_no.,execution_time
585,14.409867963926937
586,12.05643683995763
587,14.815892708063183
588,12.486107009915372
589,12.875299648778656
590,13.320723631110555
591,13.46049676062122
592,13.463183289387034
593,14.03365599173514
594,12.953856379442684
595,14.595081028131231
596,13.222631558648496
597,14.025571004857373
598,14.157877633597627
599,11.807962309527415
600,11.659223186729973
601,13.218997234397124
602,13.213309559144962
603,12.813545519288668
604,15.713382933137197
605,11.411004116582967
606,14.07610530454386
607,14.335890781508247
608,12.750533939896371
609,14.228333750693926
610,13.504146412065484
611,10.691764581073796
612,11.39327291157489
613,14.55866021048302
614,13.237369300406309
615,13.181400011141745
616,13.357696041919674
617,10.575116356817265
618,11.643390717119505
619,11.637211042104996
620,14.177911096093064
621,13.20870732373467
622,12.306773858248327
623,12.323614751708993
624,13.228495110463292
625,13.515358182039334
626,12.583475452894014
627,14.209085285340016
628,15.942332546501593
629,13.085849836173876
630,14.34467855871836
631,11.972203587420312
632,13.85654478269454
633,11.86759312096332
634,13.358976274033443
635,12.993852734367868
636,13.541725271838564
637,13.053433819430477
638,12.767605833092368
639,12.677800285647322
640,13.058227951285897
641,14.465018938922144
642,11.240848764737267
643,13.431725697913958
644,14.3994693769169
645,14.24395570200405
646,13.657902854910212
647,9.766814939216896
648,12.022111484658218
649,11.81628769340853
650,11.767061613959712
651,12.925094038901978
652,11.918040577068613
653,12.376221999787406
654,12.900203781861554
655,13.13481135408833
656,13.104505094280112
657,13.787753370682653
658,13.500454894341113
659,12.145951473980901
660,12.970186557834863
661,13.15743225178327
662,13.346804551619975
663,12.85013607585689
664,12.044372873278599
665,11.753669314954623
666,12.353984979523064
667,11.688575803471652
668,11.827752377668553
669,12.340098890529871
670,13.194583357161134
671,13.493888632088584
672,12.485094318433747
673,14.311663666094274
674,13.2837887554717
675,13.062332417713625
676,11.072721849177688
677,11.768752612859654
678,13.891242962941002
679,10.157970362985832
680,14.06103456631043
681,11.70024971067406
682,12.058217404616279
683,10.37498196581205
684,13.763591264555899
685,11.482842623942744
686,12.91152327388661
687,11.69069482605249
688,14.766100084368059
689,15.781242367656207
690,14.209104655730435
691,12.846381830306354
692,13.826308157177678
693,11.881854272745842
694,14.079105230246288
695,12.41849958422507
696,13.334649461975715
697,12.657489385500044
698,12.389961201626159
699,13.138497697556833
700,11.14096725607972
701,13.135354434625018
702,11.836587501316092
703,13.288511040059088
704,10.334825196116228
705,10.874562701070232
706,14.042579064328127
707,13.384852314765851
708,13.753092432066385
709,10.858469907563908
710,11.901540883625449
711,13.618101634338585
712,13.157333861311182
713,10.948784620884794
714,13.060189017285307
715,13.923254129381773
716,11.947760380056208
717,13.618065692647601
718,14.500997475430207
719,13.739810520928797
720,13.502834795218215
721,13.162627417929308
722,11.94808720664464
723,13.074147018694187
724,14.703905459529606
725,15.551884863393362
726,13.578999142681392
727,13.47980389507478
728,13.668355851698667
729,11.406410070052289
730,12.212301223892327
731,13.454535034822218
732,13.406327035362866
733,12.67026218825704
734,14.473595300289942
735,13.835965307751707
736,12.337982779053124
737,12.151560160762665
738,12.292396848697546
739,11.7119620253988
740,11.020157586275214
741,11.336399091115737
742,11.68267154523491
743,12.051484759558788
744,11.042543143766036
745,13.877824657184744
746,12.733196026103624
747,14.303659720905744
748,11.490091024741158
749,13.833674769892516
750,14.293817517356782
751,11.220187370734712
752,12.35603590471069
753,12.12614354323641
754,8.883007149260479
755,12.624687843928282
756,11.373073058977493
757,13.021937468072776
758,14.069970074456677
759,13.211256609345964
760,13.042610499929559
761,13.541281011269984
762,13.99821611377427
763,13.8864843773462
764,13.609911122040305
765,14.204556653878003
766,12.081190921488625
767,14.05530859288303
768,14.339369525182942
769,14.714251143039206
770,12.396732348058414
771,13.538846518391448
772,12.875732588916547
773,13.248682547659847
774,14.246916733108227
775,12.246756760166202
776,11.674663639773051
777,14.795114785481672
778,11.58678068800687
779,13.368299055387274
780,12.939724146027991
781,12.012314945068354
782,14.810148456420976
783,15.8909869528616
784,12.747994195549579
785,12.029072771997717
786,14.618401937335602
787,13.108483757823489
788,14.627813312972403
789,12.43048667481323
790,11.905989904555767
791,14.106356728751532
792,12.197143951734144
793,13.23977328468035
794,12.791941841201014
795,12.442997321385768
796,11.261076273507951
797,10.739222089289893
798,11.783727451899084
799,13.514944529667622
800,13.440059346002293
801,11.553130955186347
802,14.037143066920198
803,13.241130128828013
804,11.286427383644897
805,14.943834609261962
806,13.820493192301695
807,12.242447720125497
808,10.707805622736362
809,12.212391914042303
810,15.071479755286296
811,11.877062179170462
812,10.945353005859342
813,11.977859962373563
814,15.213800479985256
815,16.011190066538653
816,12.429388655803315
817,13.61981289132623
818,12.227357845217815
819,10.526930924603375
820,13.562130792805082
821,14.673582262121784
822,12.21120589889672
823,14.103833991249026
824,15.354042225764603
825,14.519752164531575
826,13.607299662906868
827,13.465899834869642
828,10.527409660738261
829,12.653411810440032
830,11.973135008258566
831,12.20466926149965
832,12.40938891372722
833,11.809234747676294
834,13.119321511877812
835,14.197172763601491
836,12.715717116664843
837,13.373269173604026
838,13.004184189630267
839,10.914434177424859
840,13.510502004343623
841,13.222008234109598
842,14.009315661176085
843,12.028513883915107
844,12.575582792046298
845,14.158768377075042
846,12.681119301105227
847,12.800642311512645
848,14.675276855821222
849,11.131353420784189
850,15.703366632927402
851,14.596834477522261
852,14.159738885586691
853,13.796824292423253
854,12.073673760131673
855,12.603348452369055
856,14.933644775547334
857,10.66449969727888
858,14.576153451877772
859,13.714580971894822
860,13.526657454682598
861,12.51045665731923
862,12.962239245201921
863,14.201513371679784
864,12.891183981659127
865,11.410290913630163
866,15.490087879644086
867,14.139183338954048
868,14.114899409302952
869,14.082586954742707
870,11.043115202959095
871,14.848086757973368
872,13.220290065110456
873,13.380843965021405
874,15.728543320020414
875,12.020936191797967
876,14.538017536121552
877,16.46364774495909
878,12.719147130628095
879,15.344304478865576
880,11.761398262279034
881,9.55308149064945
882,12.746232256685452
883,13.679008706744181
884,15.305531448379067
885,12.764760385619665
886,12.1802688061099
887,13.964845364561619
888,14.491068833231997
889,14.526734617337492
890,13.794001190712134
891,13.903634436131663
892,12.57339116112514
893,13.533300670133869
894,11.639526718215967
895,12.092862245829355
896,13.247634393449971
897,14.685374825894156
898,12.717007228517067
899,12.412187148454539
900,14.792610484904563
901,13.172476700793336
902,13.210914605946572
903,9.607898634682355
904,12.473919312639447
905,12.981513267509134
906,13.30345391629919
907,12.48467688747074
908,14.394930297447551
909,11.942345745839505
910,13.718866743620735
911,13.990712311525296
912,12.44318781558213
913,13.176229062656391
914,12.07167813475551
915,13.794684500012153
916,11.46986922529289
917,12.155696833242313
918,12.993843085125896
919,11.219311467560619
920,15.389898764887882
921,14.438905976060088
922,13.655453403099381
923,12.500366763921845
924,14.048294126690227
925,15.474591700597024
926,12.828655317870536
927,10.969559456905788
928,12.272553220834745
929,12.638341502008904
930,12.76530299854988
931,13.964793471571253
932,14.951316691977269
933,12.70108966474987
934,11.336758508838018
935,14.129497214293915
936,11.81777692704458
937,14.50063662718329
938,14.783393811108958
939,15.652271311444542
940,10.665538056178033
941,14.685852350622929
942,11.86209438538924
943,14.42610913143654
944,10.584005745841985
945,13.812712410461481
946,14.255231129509628
947,13.1691553839105
948,10.9757129749298
949,12.553289228196599
950,11.804116427832621
951,11.405823659026641
952,14.47836159846424
953,12.508377153213635
954,12.224853840362893
955,13.167675178836431
956,12.2517166245806
957,15.282658966335616
958,14.316961205471644
959,13.167598366612761
960,13.37178217683452
961,13.70793911569872
962,12.393333716591414
963,13.827207666711491
964,11.410987304889037
965,15.85390607375049
966,12.150159433402692
967,11.83611303507258
968,14.330042337769502
969,11.56159331109798
970,13.963129621058103
971,15.032400145084694
972,14.747674383612699
973,15.222499507430896
974,15.885199195161867
975,14.097871906222025
976,11.898445940448775
977,13.706748404326525
978,14.76256457491472
979,14.447355134289138
980,16.013254159212753
981,10.710583642545243
982,11.509601624962869
983,12.749136986926342
984,14.715338006095315
985,12.519608988805317
986,12.583821979675749
987,14.175600507624901
988,15.196665060796184
989,12.0498916501818
990,11.647053130127597
991,11.655504745590699
992,12.55252574943255
993,10.40973758044827
994,11.764761943858991
995,14.952886258759168
996,14.446540255816162
997,12.56150122765484
998,12.337809739970648
999,10.8422669471301
1000,13.330554042236287
